,problem,expected_answer,gpt4_answer,is_correct
0,"Question: What is six thousand, two hundred and nine minus three thousand, three hundred and sixty-five?
Answer:",2844,2844,True
1,"Question: What is eight thousand, four hundred and twenty-six minus six thousand, one hundred and thirty-six?
Answer:",2290,2290,True
2,"Question: What is eight thousand, five hundred and three minus eight thousand, eight hundred and twenty?
Answer:",-317,-317,True
3,"Question: What is seven thousand, three hundred and six minus four thousand, nine hundred and ninety-eight?
Answer:",2308,2308,True
4,"Question: What is five thousand, five hundred and eight minus four thousand, seven hundred and twenty-eight?
Answer:",780,780,True
5,"Question: What is two thousand, one hundred and eighty-seven minus nine hundred and thirty-three?
Answer:",1254,1254,True
6,"Question: What is eight thousand, two hundred and five minus forty-two?
Answer:",8163,8163,True
7,"Question: What is three thousand, six hundred minus three thousand, five hundred and forty?
Answer:",60,60,True
8,"Question: What is two thousand, nine hundred and ninety-eight minus three thousand and sixty-five?
Answer:",-67,-67,True
9,"Question: What is nine thousand, four hundred and eleven minus eight thousand and fifty-five?
Answer:",1356,1356,True
10,"Question: What is eight thousand, one hundred and eighty-nine minus one thousand, four hundred and sixty-five?
Answer:",6724,6724,True
11,"Question: What is seven thousand, eight hundred and ten minus six thousand, nine hundred and seventy-four?
Answer:",836,836,True
12,"Question: What is one thousand, five hundred and seventy-nine minus nine thousand, five hundred and ninety-eight?
Answer:",-8019,-8019,True
13,"Question: What is four thousand, five hundred and nine minus nine thousand, eight hundred and one?
Answer:",-5292,-5302,False
14,"Question: What is seven thousand and eighteen minus six thousand, seven hundred and eighty-one?
Answer:",237,237,True
15,"Question: What is six thousand, one hundred and forty-seven minus five hundred and sixty-five?
Answer:",5582,5582,True
16,"Question: What is three thousand, one hundred and sixty-three minus six thousand, seven hundred?
Answer:",-3537,-3597,False
17,"Question: What is four thousand, four hundred and fifty-eight minus six thousand, two hundred and forty-two?
Answer:",-1784,-1784,True
18,"Question: What is four thousand, four hundred and eighty-two minus eight hundred and ninety-three?
Answer:",3589,3589,True
19,"Question: What is six thousand, two hundred and fifty-three minus eight thousand, three hundred and sixty-nine?
Answer:",-2116,-2116,True
20,"Question: What is eight thousand, four hundred and thirty-eight minus nine thousand, three hundred and seven?
Answer:",-869,-869,True
21,"Question: What is four thousand, two hundred and fifty-eight minus one thousand, five hundred and twenty-six?
Answer:",2732,2732,True
22,"Question: What is eight thousand, six hundred and fifty-six minus three thousand, eight hundred and forty-six?
Answer:",4810,4810,True
23,"Question: What is five thousand, eight hundred and forty-two minus four thousand, four hundred and twenty-five?
Answer:",1417,1417,True
24,"Question: What is five thousand, one hundred and forty-two minus one thousand, four hundred and fifty-nine?
Answer:",3683,3683,True
25,"Question: What is nine thousand, two hundred and ninety-eight minus three thousand, three hundred and eighty-seven?
Answer:",5911,5911,True
26,"Question: What is one thousand, eight hundred and forty-two minus seven thousand, seven hundred and ninety-three?
Answer:",-5951,-5951,True
27,"Question: What is five thousand, six hundred and forty-one minus nine thousand, five hundred and eighty-seven?
Answer:",-3946,-3946,True
28,"Question: What is five hundred and seventy-one minus seven hundred and thirteen?
Answer:",-142,-142,True
29,"Question: What is eight thousand, six hundred and fifty-nine minus eight hundred and sixty-three?
Answer:",7796,7796,True
30,"Question: What is seven thousand, two hundred and seventy-eight minus six thousand, one hundred and twenty-eight?
Answer:",1150,1150,True
31,"Question: What is nine thousand, four hundred and forty-eight minus eight thousand, nine hundred and forty-eight?
Answer:",500,500,True
32,"Question: What is two thousand, seven hundred and seventy-four minus nine thousand, four hundred and twenty-seven?
Answer:",-6653,-6653,True
33,"Question: What is seven thousand, seven hundred and fifty minus four thousand, two hundred and fifty-two?
Answer:",3498,3498,True
34,"Question: What is nine thousand, three hundred and thirty-six minus two thousand, seven hundred and fifty-seven?
Answer:",6579,6179,False
35,"Question: What is one thousand and nine minus seven thousand, seven hundred and forty?
Answer:",-6731,-6731,True
36,"Question: What is six thousand, six hundred and ninety-five minus two thousand, seven hundred and seventy-eight?
Answer:",3917,3917,True
37,"Question: What is four thousand, nine hundred and thirty-nine minus two thousand, four hundred and seventy?
Answer:",2469,2469,True
38,"Question: What is four hundred and seventy-seven minus two thousand, six hundred and twenty-nine?
Answer:",-2152,-2152,True
39,"Question: What is nine thousand, nine hundred and nine minus seven thousand, six hundred and eighty?
Answer:",2229,2229,True
40,"Question: What is three thousand, three hundred and forty-nine minus two thousand, two hundred and forty?
Answer:",1109,1109,True
41,"Question: What is five thousand and eighty-nine minus one thousand, seven hundred and fifty-one?
Answer:",3338,3338,True
42,"Question: What is three thousand, nine hundred and nine minus eight thousand, nine hundred and six?
Answer:",-4997,-4997,True
43,"Question: What is seven thousand, three hundred and two minus three thousand, seven hundred and twenty?
Answer:",3582,3582,True
44,"Question: What is five thousand and eighty-four minus five thousand and sixty-four?
Answer:",20,20,True
45,"Question: What is seven thousand, three hundred and eleven minus one thousand, four hundred and eighty-four?
Answer:",5827,5827,True
46,"Question: What is eight thousand, seven hundred and forty-seven minus eight thousand and eighty-nine?
Answer:",658,658,True
47,"Question: What is one thousand, seven hundred and ninety-three minus three thousand and sixty-four?
Answer:",-1271,-1271,True
48,"Question: What is one hundred and ninety-three minus one thousand and forty-five?
Answer:",-852,-852,True
49,"Question: What is six thousand, nine hundred and thirty minus one thousand, six hundred and two?
Answer:",5328,5328,True
50,"Question: What is five thousand, four hundred and eight minus six thousand, eight hundred and one?
Answer:",-1393,-1393,True
51,"Question: What is seven thousand, two hundred and eighty minus three thousand, one hundred and fifty-one?
Answer:",4129,4129,True
52,"Question: What is eight thousand, three hundred and fifty-nine minus three thousand, nine hundred and sixty-four?
Answer:",4395,4395,True
53,"Question: What is seven thousand, four hundred and thirty minus seven thousand, five hundred and sixty-six?
Answer:",-136,-136,True
54,"Question: What is one hundred and seventeen minus seven thousand, five hundred and fifty-nine?
Answer:",-7442,-7442,True
55,"Question: What is six thousand, four hundred and seventy minus two thousand, three hundred and fifty-six?
Answer:",4114,3114,False
56,"Question: What is one thousand, seven hundred and thirty-three minus seven thousand, two hundred and eighty-three?
Answer:",-5550,-5550,True
57,"Question: What is two hundred and thirty-seven minus nine thousand, six hundred and seventy-four?
Answer:",-9437,-9437,True
58,"Question: What is two thousand and forty-five minus six thousand, four hundred and seventy-eight?
Answer:",-4433,-4433,True
59,"Question: What is five thousand and sixty-two minus three thousand, six hundred and seventy-nine?
Answer:",1383,1383,True
60,"Question: What is six thousand, one hundred and thirty-six minus five thousand and eighty-three?
Answer:",1053,1053,True
61,"Question: What is eight thousand, two hundred and seventy-nine minus eight hundred and seventy-nine?
Answer:",7400,7400,True
62,"Question: What is four thousand, five hundred and ninety-nine minus nine hundred and eighty-two?
Answer:",3617,3617,True
63,"Question: What is five thousand, five hundred and one minus five thousand and seventy-nine?
Answer:",422,422,True
64,"Question: What is three thousand, four hundred and twenty-eight minus four thousand, four hundred and eighty-two?
Answer:",-1054,-1054,True
65,"Question: What is six thousand, two hundred and eighty-eight minus six thousand, seven hundred and five?
Answer:",-417,-417,True
66,"Question: What is nine thousand, one hundred and seventy-four minus seven thousand, one hundred and seventy-eight?
Answer:",1996,1996,True
67,"Question: What is three thousand, six hundred and forty-nine minus one thousand, seven hundred?
Answer:",1949,1949,True
68,"Question: What is six thousand, seven hundred minus nine thousand, two hundred and eighty-five?
Answer:",-2585,-3585,False
69,"Question: What is one thousand, two hundred and sixty-three minus three thousand, one hundred and fifty-five?
Answer:",-1892,-1892,True
70,"Question: What is two thousand, five hundred and ninety-two minus four hundred and twenty-six?
Answer:",2166,2166,True
71,"Question: What is five thousand, two hundred and sixty-one minus six thousand, six hundred and one?
Answer:",-1340,-1340,True
72,"Question: What is nine thousand, nine hundred and three minus three thousand, six hundred and ninety-two?
Answer:",6211,6211,True
73,"Question: What is five thousand, one hundred and thirty-eight minus three hundred and eighty-five?
Answer:",4753,4753,True
74,"Question: What is four thousand, two hundred and sixty-eight minus six thousand, five hundred and twenty?
Answer:",-2252,-2252,True
75,"Question: What is three thousand, two hundred and eighty-eight minus nine thousand and eighty-six?
Answer:",-5798,-5798,True
76,"Question: What is nine thousand, three hundred and seventy-seven minus one thousand, three hundred and fifty-four?
Answer:",8023,8023,True
77,"Question: What is one thousand, four hundred and seven minus four thousand and nine?
Answer:",-2602,-2602,True
78,"Question: What is three thousand, three hundred and forty-eight minus six thousand, four hundred and thirty-nine?
Answer:",-3091,-3091,True
79,"Question: What is six thousand, four hundred and eleven minus five thousand, five hundred and forty-eight?
Answer:",863,863,True
80,"Question: What is nine thousand, two hundred and ninety-three minus nine thousand, five hundred and ninety-eight?
Answer:",-305,-305,True
81,"Question: What is seven thousand and eight minus seven thousand, three hundred and twenty-nine?
Answer:",-321,-321,True
82,"Question: What is three thousand, one hundred and eighty-nine minus six thousand, five hundred and forty-five?
Answer:",-3356,-3356,True
83,"Question: What is thirty-five minus one thousand, three hundred and thirty-four?
Answer:",-1299,-1299,True
84,"Question: What is two thousand, nine hundred and sixty-one minus one thousand and twenty-one?
Answer:",1940,1940,True
85,"Question: What is one thousand, five hundred and ninety-one minus eight thousand, three hundred and fifty?
Answer:",-6759,-6759,True
86,"Question: What is three thousand, six hundred and thirty minus seven thousand, eight hundred and eighty-four?
Answer:",-4254,-4254,True
87,"Question: What is eight thousand, two hundred and twenty minus nine thousand, four hundred and thirty-eight?
Answer:",-1218,-1218,True
88,"Question: What is five thousand, two hundred and forty minus four thousand, three hundred and seventy?
Answer:",870,870,True
